"Organization - ID","Organization - Name","Organization - Labels","Organization - Open deals","Organization - Activities to do","Organization - Industry","Organization - Odoo Status","Organization - Website ","Organization - Website","Organization - Address","Organization - Region of Address","Organization - State/county of Address","Organization - Owner","Organization - People"
"1251","Brainotech IT Solutions","Fresh Data","0","0","Data Centre","","http://www.brainotechs.com","","Winterhuder Weg 29, 22085 Hamburg, Germany , Germany","","Hamburg","Lasse Schriver Nielsen","1"
"1252","Redpalm Technology Services","Prospect","0","2","ITAD","","https://www.redpalm.co.uk","","12 Moulton Park Office Village, NN3 6AP Northampton, , United Kingdom","Northamptonshire","England","Lasse Schriver Nielsen","2"
"1253","ACTIF AZUR","Fresh Data","0","0","Broker","","https://actif-azur.com/","","282 RUE DES CISTES, 06600 Antibes, PACA, France","Alpes-Maritimes","Provence-Alpes-Côte d'Azur","Lasse Schriver Nielsen","2"
"1254","Axe Group","Prospect","0","3","Broker","","http://www.axegroup.fr","","138, Rue Philippe Héron, 69400 Villefranche-sur-Saône, Auvergne-Rhône-Alpes, France","Rhône","Auvergne-Rhône-Alpes","Lasse Schriver Nielsen","3"
"1257","ATOUTEK - Rachat & Reconditionnement de Matériel Informatique","Prospect","0","2","Broker","","http://www.atoutek.fr","","97 RUE LAMARCK, 75018 PARIS, , France","Département de Paris","Île-de-France","Lasse Schriver Nielsen","2"
"1259","Groupe atf - Rachat, reconditionnement et revente de matériels informatiques professionnels","Prospect","0","2","Broker","","http://www.atf-gaia.fr","","564, Rue de la Motte, 77550 Moissy-Cramayel, Île-de-France, France","Seine-et-Marne","Île-de-France","Lasse Schriver Nielsen","2"
"1261","Arto","Prospect","0","3","ITAD","","http://www.groupe-arto.fr","",",  Lyon, , France","Rhône","Auvergne-Rhône-Alpes","Lasse Schriver Nielsen","3"
"1262","Appimac","Fresh Data","0","0","ITAD","","http://www.appimac.fr","","67 Rue Pasteur, 89140 Vinneuf, France","Yonne","Bourgogne-Franche-Comté","Lasse Schriver Nielsen","1"
"1263","ANOCOM","Prospect","0","1","","","http://www.anocompro.com","","122 Avenue de la Résistance, 93340 Le Raincy, France","Seine-Saint-Denis","Île-de-France","Lasse Schriver Nielsen","1"
"1264","Alm Taia","Prospect","0","1","Broker","","http://www.alm-taia.fr","","10 Rue de Penthièvre, 75008 Paris, France","Département de Paris","Île-de-France","Lasse Schriver Nielsen","1"
"1265","BCS Trading","Fresh Data","0","0","Broker","","http://www.bcstrading.fr","","2 Rue Magnier Bédu, 95410 Groslay, France","Val-d'Oise","Île-de-France","Lasse Schriver Nielsen","1"
"1266","Bis Repetita","Prospect","0","3","Broker","","http://www.bisrepetita.com","","10 rue Apollo, 31240 L'Union, , France","Haute-Garonne","Occitanie","Lasse Schriver Nielsen","3"
"1267","BOne IT","Prospect","0","3","Broker","","http://www.bone-it.com","","27 avenue de la Baltique, 91140 Villebon Sur Yvette, , France","Essonne","Île-de-France","Lasse Schriver Nielsen","3"
"1268","Broker Tech","Prospect","0","3","Broker","","http://www.brokertech.fr","","4 Rue Jean Perrin, 69680 Chassieu, Auvergne-Rhône-Alpes, France","Rhône","Auvergne-Rhône-Alpes","Lasse Schriver Nielsen","3"
"1269","Codeo Group","Use another supplier","0","1","ITAD","","https://www.codeogroup.com/en/home/","","608 chemin de la Morelle, 69250 Curis au Mont d'Or, , France","Rhône","Auvergne-Rhône-Alpes","Lasse Schriver Nielsen","2"
"1270","CODEVCO SOLUTIONS INFORMATIQUES","Prospect","0","2","IT Service Provider","","http://www.codevco.fr","","11 Rue de la Boursette, 44450 Saint-Julien-de-Concelles, Pays de la Loire, France","Loire-Atlantique","Pays de la Loire","Lasse Schriver Nielsen","2"
"1272","COMPOSITE NETWORK","Prospect","0","2","ITAD","","http://www.composite-network.fr","","ZAC DU TOURAIL 40 RUE DU GRENACHE, 84660 MAUBEC, , France","Vaucluse","Provence-Alpes-Côte d'Azur","Lasse Schriver Nielsen","2"
"1273","COMPUTER SYSTEM","Prospect","0","1","ITAD","","http://www.computer-system.fr","","299 Chem. d'Ecossieux, Beauvallon, France","Rhône","Auvergne-Rhône-Alpes","Lasse Schriver Nielsen","1"
"1274","CORDON GROUP","Prospect","0","2","","","http://www.cordongroup.com","","ZA Les Alleux, 22100 DINAN, , France","Côtes-d'Armor","Bretagne","Lasse Schriver Nielsen","2"
"1275","DALTONER","Prospect","0","3","Broker","","http://www.daltoner.fr","","915 rue LOUISE MICHEL, 50000 SAINT LO, BASSE NORMANDIE, France","Manche","Normandie","Lasse Schriver Nielsen","3"
"1276","Destock info","Prospect","0","1","ITAD","","http://www.destock-info.com","","176 Rue de la Cuche, 38113 Veurey-Voroize, France","Isère","Auvergne-Rhône-Alpes","Lasse Schriver Nielsen","1"
"1277","Devitech","Prospect","0","1","ITAD","","http://www.devitech.eu","","52/60 Rue Jean Jaures, Les Mureaux 78130","Yvelines","Île-de-France","Lasse Schriver Nielsen","1"
"1278","DGF Technologie","Prospect","0","2","Broker","","http://www.dgftechnologie.fr","","7 avenue Albert Einstein, Le Blanc Mesnil 93150","Seine-Saint-Denis","Île-de-France","Lasse Schriver Nielsen","2"
"1280","Dipli","Prospect","0","3","Broker","","http://www.dipli.com","","130, Rue Cardinet, 75017 Paris, Île-de-France, France","Département de Paris","Île-de-France","Lasse Schriver Nielsen","3"
"1281","Drimp","Prospect","0","1","Broker","","http://www.drimp.fr","","41 rue de l'industrie, Brignais 69530","Rhône","Auvergne-Rhône-Alpes","Lasse Schriver Nielsen","1"
"1282","Ecodair","Prospect","0","4","ITAD","","http://www.ecodair.fr","","189 rue d'Aubervilliers, 75018 Paris, , France","Département de Paris","Île-de-France","Lasse Schriver Nielsen","7"
"1283","EcoMicro","Prospect","0","2","IT Service Provider","","http://www.ecomicro.fr","","3, Avenue de l'escart, 33450 Saint-Loubès, Nouvelle-Aquitaine, France","Gironde","Nouvelle-Aquitaine","Lasse Schriver Nielsen","2"
"1284","Econe","Prospect","0","1","Broker","","http://www.econe.fr","","21 Rue d'Artois, 75008 Paris, France","Département de Paris","Île-de-France","Lasse Schriver Nielsen","1"
"1285","SMAAART","Prospect","0","1","Broker","","http://smaaart.fr","","Rue des Orgueillous, 34270 Saint-Mathieu-de-Tréviers, Occitanie, France","Hérault","Occitanie","Lasse Schriver Nielsen","1"
"1286","L'entreprise adaptée EVA","Prospect","0","1","Broker","","http://www.evad3e.fr","","30bis rue d'Helsinki, 13127 Vitrolles, Provence-Alpes-Côte d’Azur, France","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","Lasse Schriver Nielsen","1"
"1287","eParts'​","Prospect","0","4","Broker","","http://www.eparts.fr","","15 rue René Goscinny, 93000 Bobigny, , France","Seine-Saint-Denis","Île-de-France","Lasse Schriver Nielsen","4"
"1288","European Network Services France","Fresh Data","0","0","ITAD","","http://www.ens-group.fr","","Pharma-Parc, 27100 Le Vaudreuil, , France","Eure","Normandy","Lasse Schriver Nielsen","2"
"1289","Exigence Trading","Fresh Data","0","0","Broker","","","","9 Rue Pautrier, 13004 Marseille, France","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","Lasse Schriver Nielsen","1"
"1290","Globeur business","Prospect","0","1","IT Service Provider","","http://www.globeur.fr","","38 Rue des Mathurins, Paris, France","Département de Paris","Île-de-France","Lasse Schriver Nielsen","1"
"1291","Green Remarket","Prospect","0","4","IT Service Provider","","http://www.greenremarket.fr","","27 Avenue de l'Europe, 78400 Chatou, Île-de-France, France","Yvelines","Île-de-France","Lasse Schriver Nielsen","4"
"1292","Greenmatic","Prospect","0","4","ITAD, Broker","","http://www.greenmatic.fr","","Les Forts, Cherisy, France","Eure-et-Loir","Centre-Val de Loire","Lasse Schriver Nielsen","4"
"1293","GROUPE MILE","Prospect","0","4","Broker","","http://www.mile.fr","","30 Avenue Gustave Eiffel, Pessac, France","Gironde","Nouvelle-Aquitaine","Lasse Schriver Nielsen","4"
"1294","Grade Zero","Prospect","0","3","Broker","","http://www.gradezero.fr","","244 Route de Seysses, 31100 Toulouse, France","Haute-Garonne","Occitanie","Lasse Schriver Nielsen","3"
"1295","HOBBY CONCEPT","Prospect","0","2","Broker","","","","Parc D Activites Des Bethunes, Rue du Limousin, 95310 Saint-Ouen-l'Aumône, France","Val-d'Oise","Île-de-France","Lasse Schriver Nielsen","2"
"1296","HOME ELECTRO","Prospect","0","1","Broker","","http://www.home-electro.fr","","48 Rue Saint-Omer, 59200 Tourcoing, France","Nord","Hauts-de-France","Lasse Schriver Nielsen","1"
"1297","IMTECH SOLUTIONS","Prospect","0","4","Broker","","http://www.imtech-shop.com","","34 Chemin de l'Armurie, 31770 Colomiers, France","Haute-Garonne","Occitanie","Lasse Schriver Nielsen","4"
"1298","INFOSTORE","Prospect","0","1","Broker","","http://www.infostore.fr","","93 Boulevard Davout, 75020 Paris, France","Département de Paris","Île-de-France","Lasse Schriver Nielsen","1"
"1299","iPCZENinformatique","Prospect","0","2","Broker","","http://www.ipczen.fr","","Sigean, France","Aude","Occitanie","Lasse Schriver Nielsen","2"
"1300","iSmart Refurbishing","Fresh Data","0","0","ITAD","","","","96 Rue Maurice Simono, 59250 Halluin, France","Nord","Hauts-de-France","Lasse Schriver Nielsen","1"
"1301","Sesame PC","Prospect","0","1","Broker","","http://sesamepc.com","","73000 Chambéry, Savoie, France","Savoie","Auvergne-Rhône-Alpes","Lasse Schriver Nielsen","1"
"1302","IT BROKER","Prospect","0","2","Broker","","http://www.itbroker.fr","","4 Rue de la Corderie, 69009 Lyon, France","Rhône","Auvergne-Rhône-Alpes","Lasse Schriver Nielsen","2"
"1303","Itancia","Prospect","0","1","ITAD","","http://www.itancia.com/en","","69 Rue Thomas Lemaître, 92000 Nanterre, Hauts-de-Seine, France","Hauts-de-Seine","Île-de-France","Lasse Schriver Nielsen","1"
"1304","IT DOT","Prospect","0","2","Broker","","http://www.itdot.fr","","20 Impasse Camille Langlade, 31100 Toulouse, France","Haute-Garonne","Occitanie","Lasse Schriver Nielsen","2"
"1305","ITP TECHNOLOGIE","Prospect","0","2","Broker","","http://www.itp-technologie.com","","26 Chemin de la Glacière, 31200 Toulouse, Occitanie, France","Haute-Garonne","Occitanie","Lasse Schriver Nielsen","2"
"1306","Landiphone","Fresh Data","0","0","Broker","","http://www.landiphone.fr","","9 Av. de Terreblanque, 40230 Saint-Vincent-de-Tyrosse, France","Landes","Nouvelle-Aquitaine","Lasse Schriver Nielsen","1"
"1307","JCH Trading","Fresh Data","0","0","Broker","","","","65 Rue des 3 Fontanot, 92000 Nanterre, France","Hauts-de-Seine","Île-de-France","Lasse Schriver Nielsen","1"
"1308","Keldy Diffusion","Fresh Data","0","0","Broker","","","","24 Rue Gustave Eiffel, 11110 Coursan, France","Aude","Occitanie","Lasse Schriver Nielsen","1"
"1309","LEASECOM","Prospect","0","3","Broker","","http://www.leasecom.fr","","19 Rue Leblanc, 75015 Paris, France","Département de Paris","Île-de-France","Lasse Schriver Nielsen","3"
"1310","Liquidator","Fresh Data","0","0","Broker","","","","7 Rue Henri Barbusse, 94340 Joinville-le-Pont, France","Val-de-Marne","Île-de-France","Lasse Schriver Nielsen","1"
"1311","Alt Eco (LM Eco Production)","Prospect","0","3","ITAD","","http://www.lmecoproduction.fr","","14 Avenue Barthélémy Thimonnier, 69300 Caluire-et-Cuire, Auvergne-Rhône-Alpes, France","Rhône","Auvergne-Rhône-Alpes","Lasse Schriver Nielsen","3"
"1312","MCA TECHNOLOGY creteil","Fresh Data","0","0","Broker","","http://www.mca-technology.fr","","50-54 Rue Eugène Dupuis, 94000 Créteil, France","Val-de-Marne","Île-de-France","Lasse Schriver Nielsen","1"
"1313","Microccase","Fresh Data","0","0","Broker","","http://www.microccase.com","","12 Rue Pascal, 75005 Paris, France","Département de Paris","Île-de-France","Lasse Schriver Nielsen","2"
"1314","Elecom","Prospect","0","2","Broker","","http://www.elecom.fr","","14 Rue du Zéphyr, Villejust, France","Essonne","Île-de-France","Lasse Schriver Nielsen","2"
"1316","avegott","Prospect","0","3","Broker","","https://avegott.fr/","","Agence Urbanisme Région Grenobloise, Rue Lesdiguières, Grenoble, France","Isère","Auvergne-Rhône-Alpes","Lasse Schriver Nielsen","3"
"1318","MobServices","Fresh Data","0","0","","","","","184 Rue de Paris, 93130 Noisy-le-Sec, France","Seine-Saint-Denis","Île-de-France","Lasse Schriver Nielsen","1"
"1319","Mu Computer Trading","Prospect","0","2","Broker","","http://www.mctrading.fr","","16 Rue François Coli, Blanquefort, France","Gironde","Nouvelle-Aquitaine","Lasse Schriver Nielsen","2"
"1320","My IT Street","Prospect","0","1","Broker","","http://www.myitstreet.fr","","10 bis Rue Jean Jacques Rousseau, 91350 Grigny, France","Essonne","Île-de-France","Lasse Schriver Nielsen","1"
"1321","NES","Prospect","0","1","Broker","","http://www.nes-pro.com","","Rue des Genêts, 45590 Saint-Cyr-en-Val, France","Loiret","Centre-Val de Loire","Lasse Schriver Nielsen","1"
"1322","NTAST","Fresh Data","0","0","Broker","","","","Avenue de la Maladrerie, 78300 Poissy, France","Yvelines","Île-de-France","Lasse Schriver Nielsen","2"
"1323","KYRIUM","Fresh Data","0","0","Broker","","","","5 Rue Victor Baltard, 77410 Claye-Souilly, France","Seine-et-Marne","Île-de-France","Lasse Schriver Nielsen","1"
"1324","Axial PC","","0","0","Broker","","http://www.axialpc.com","","80 Rue du 8 Mai 1945, 92000 Nanterre, France","Hauts-de-Seine","Île-de-France","Lasse Schriver Nielsen","0"
"1325","C-Com","Fresh Data","0","0","","","http://www.c-com66.com","","66 Avenue Philippe Auguste, Paris, 75, France","Département de Paris","Île-de-France","Lasse Schriver Nielsen","1"
"1326","Cevennes Libres","Prospect","0","1","Broker","","http://www.ordi-solidaire.fr","","Saint-Florent-sur-Auzonnet, France","Gard","Occitanie","Lasse Schriver Nielsen","1"
"1327","Consoland","Prospect","0","1","Broker","","http://www.consoland.info","","17 Rue Clément Vienot, 94300 Vincennes, France","Val-de-Marne","Île-de-France","Lasse Schriver Nielsen","1"
"1328","DS IT Green Place","Fresh Data","0","0","Broker","","","","12 Av. Montrichard, 94350 Villiers-sur-Marne, France","Val-de-Marne","Île-de-France","Lasse Schriver Nielsen","1"
"1329","Econdi","Prospect","0","1","Broker","","http://www.econdi.fr","","15 Rue des Pas Perdus, 95800 Cergy, France","Val-d'Oise","Île-de-France","Lasse Schriver Nielsen","1"
"1330","Infotrading SAS","Prospect","0","1","Broker","","http://www.infotrading.fr","","3 Rue de Beauséjour batiment 8, 44830 Bouaye, France","Loire-Atlantique","Pays de la Loire","Lasse Schriver Nielsen","1"
"1331","ITGREEN","Prospect","0","1","ITAD","","http://www.itgreen.eu","","31 Rue de la Gare, 67330 Dossenheim-sur-Zinsel, France","Bas-Rhin","Grand Est","Lasse Schriver Nielsen","1"
"1332","ELLIOT INFORMATIQUE","Prospect","0","1","Broker","","http://www.elliot.fr","","3 Rue André Chénier, 92270 Bois-Colombes, France","Hauts-de-Seine","Île-de-France","Lasse Schriver Nielsen","1"
"1333","Layone Consulting","Prospect","0","1","","","http://www.layone-consulting.com","","124 Boulevard Jean Mermoz, 94550 Chevilly-Larue, France","Val-de-Marne","Île-de-France","Lasse Schriver Nielsen","1"
"1334","Mabox","Fresh Data","0","0","Broker","","http://www.mabox.fr","","7 Rue de Bouchain, 59296 Avesnes-le-Sec, France","Nord","Hauts-de-France","Lasse Schriver Nielsen","1"
"1335","OLINN","Prospect","0","5","ITAD","","http://www.olinn.eu","","12 Place des États Unis, 92120 Montrouge, Île-de-France, France","Hauts-de-Seine","Île-de-France","Lasse Schriver Nielsen","5"
"1336","EURO DEAL FRANCE","Fresh Data","0","0","Broker","","http://www.eurodeal.net","","Metz, Lorraine France, Metz, France","Moselle","Grand Est","Lasse Schriver Nielsen","1"
"1337","OVHcloud","Prospect","0","7","IT Service Provider","","http://www.ovh.com","","2 Rue Kellermann, 59100 Roubaix, France","Nord","Hauts-de-France","Lasse Schriver Nielsen","7"
"1338","PCPARTS","Prospect","0","1","Broker","","http://www.pcparts.fr","","10 Boulevard de Bonne Nouvelle, 75010 Paris, France","Département de Paris","Île-de-France","Lasse Schriver Nielsen","1"
"1339","pcparts.dk","Fresh Data","0","0","IT Service Provider","","pcparts.dk","","Stenager 2, Sønderborg, Denmark","","","Lasse Schriver Nielsen","1"
"1340","PERTINEO","Prospect","0","1","IT Service Provider","","http://www.pertineo.net","","Saint-Maur-des-Fossés, France","Val-de-Marne","Île-de-France","Lasse Schriver Nielsen","1"
"1341","Phone Accessoires 83","Fresh Data","0","0","Broker","","http://www.stockphone.fr","","1192 Av. Colonel Picot, 83100 Toulon, France","Var","Provence-Alpes-Côte d'Azur","Lasse Schriver Nielsen","1"
"1342","Power Media","Prospect","0","1","Broker","","http://www.powermedia.fr","","14 Rue de l'Arsenal, 35000 Rennes, France","Ille-et-Vilaine","Bretagne","Lasse Schriver Nielsen","1"
"1343","Pyra","Prospect","0","1","ITAD","","https://www.pyra.fr","","Monnaie de Paris, Quai de Conti, 75006 Paris, France","Département de Paris","Île-de-France","Lasse Schriver Nielsen","1"
"1344","Recyclea","Prospect","0","3","ITAD","","http://www.ecobroke.com","","Rue Michel Faye, 03410 Domérat, France","Allier","Auvergne-Rhône-Alpes","Lasse Schriver Nielsen","3"
"1346","IT-Recycle","Prospect","0","1","IT Service Provider, Broker","","http://www.recycletek.fr","","17 bis Rue Pierre Moulie, 94200 Ivry-sur-Seine, France","Val-de-Marne","Île-de-France","Lasse Schriver Nielsen","1"
"1347","cashforewaste","Prospect","0","1","Broker","","http://www.cashforewaste.com","","336 Rue de la Wembergue, Saint-Amand-les-Eaux, France","Nord","Hauts-de-France","Lasse Schriver Nielsen","1"
"1348","Reload Systems","Prospect","0","4","Data Centre","","http://www.reload-systems.com","","4 Rue du Maréchal de Lattre de Tassigny, 78990 Élancourt, France","Yvelines","Île-de-France","Lasse Schriver Nielsen","4"
"1349","REs-Q","Fresh Data","0","0","Broker","","http://www.res-q.fr","","10 Rue Bellus Mareilhac, 33200 Bordeaux, France","Gironde","Nouvelle-Aquitaine","Lasse Schriver Nielsen","1"
"1350","RESALE COMPONENTS","Prospect","0","2","Broker","","http://www.resalecomponents.com","","294 Promenade de l'Arve, 74300 Thyez, Auvergne-Rhône-Alpes, France","Haute-Savoie","Auvergne-Rhône-Alpes","Lasse Schriver Nielsen","2"
